gx,gy,gz,std,skewness,f25,f75,label
1.0962731423249639,-6.450236307290468,6.015521883179097,1.8762158628358023,0.8313430155387558,3.639271434917814,4.378498445135495,brushing
-2.7699332800308785,9.139870695597034,2.6832179978495216,0.5491337263277982,0.267318209952736,2.562929061784897,12.155606407322654,brushing
2.560083053911127,-4.757282336260827,7.793366438425202,0.968334918392697,0.2882378441844694,9.708867819297268,24.557724484104853,brushing
-2.713838909329676,-3.053445643263153,8.16195319815217,1.409217206087701,0.5144841285646984,2.848113511770397,3.3434376007739437,brushing
-1.4025327217241794,-6.988732179904453,5.279037159697242,0.9705227953719332,0.5792677676729,3.0331753554502368,5.931542917324908,brushing
1.8782001295976982,-7.829915834715343,2.2515806159917706,1.3948751935414876,0.22565620899295474,3.81160741415983,4.356122759039805,brushing
-5.3481954826055915,-7.092874122144993,2.3657887363407117,1.1084833993396896,0.021283171048806095,3.1207801950487624,3.2648162040510127,brushing
3.7862669346356905,-7.7804250710708,1.7332840436942236,3.9170278679265143,1.0763422210023452,4.093344857389801,5.144338807260156,brushing
2.651471000280191,-5.934939759036146,5.738438137933795,1.7382096300235133,1.4010617680697788,3.4019933554817277,8.590033222591362,brushing
-1.6865742727643853,6.171736468026756,6.5448326756199435,1.5376588691471074,0.5541154793283397,3.6698523023457863,6.060816681146829,brushing
-1.916115531471316,6.570583045077264,7.008311925602604,0.8004467025170957,0.6102923697815092,2.82047958522359,7.009721322099805,brushing
-2.4115048835617863,7.682396366878876,4.984853700516352,1.5964672452486428,1.1678277198588192,2.599655765920826,9.781755593803787,brushing
-2.601561979141864,8.054307347968951,3.9955616934139724,1.5324860889285872,0.9330853912268965,3.7438735177865614,8.651383399209486,brushing
3.9234933043209637,-4.224402627231333,6.1464453130246754,0.6525798869233803,0.6850982843825382,0.2140468227424749,1.5696767001114826,drinking
1.4782657601359797,-2.820908113782933,6.754461830725392,0.7746173799834144,0.38165846201298415,0.13278008298755187,1.3278008298755186,drinking
