gx,gy,gz,std,skewness,f25,f75,label,gx_abs,gy_abs,gz_abs
1.0962731423249639,-6.450236307290468,6.015521883179097,1.8762158628358023,0.8313430155387558,3.639271434917814,4.378498445135495,brushing,1.0962731423249639,6.450236307290468,6.015521883179097
-2.7699332800308785,9.139870695597034,2.6832179978495216,0.5491337263277982,0.267318209952736,2.562929061784897,12.155606407322654,brushing,2.7699332800308785,9.139870695597034,2.6832179978495216
2.560083053911127,-4.757282336260827,7.793366438425202,0.968334918392697,0.2882378441844694,9.708867819297268,24.557724484104853,brushing,2.560083053911127,4.757282336260827,7.793366438425202
-2.713838909329676,-3.053445643263153,8.16195319815217,1.409217206087701,0.5144841285646984,2.848113511770397,3.3434376007739437,brushing,2.713838909329676,3.053445643263153,8.16195319815217
-1.4025327217241794,-6.988732179904453,5.279037159697242,0.9705227953719332,0.5792677676729,3.0331753554502368,5.931542917324908,brushing,1.4025327217241794,6.988732179904453,5.279037159697242
1.8782001295976982,-7.829915834715343,2.2515806159917706,1.3948751935414876,0.22565620899295474,3.81160741415983,4.356122759039805,brushing,1.8782001295976982,7.829915834715343,2.2515806159917706
-5.3481954826055915,-7.092874122144993,2.3657887363407117,1.1084833993396896,0.021283171048806095,3.1207801950487624,3.2648162040510127,brushing,5.3481954826055915,7.092874122144993,2.3657887363407117
3.7862669346356905,-7.7804250710708,1.7332840436942236,3.9170278679265143,1.0763422210023452,4.093344857389801,5.144338807260156,brushing,3.7862669346356905,7.7804250710708,1.7332840436942236
2.651471000280191,-5.934939759036146,5.738438137933795,1.7382096300235133,1.4010617680697788,3.4019933554817277,8.590033222591362,brushing,2.651471000280191,5.934939759036146,5.738438137933795
-1.6865742727643853,6.171736468026756,6.5448326756199435,1.5376588691471074,0.5541154793283397,3.6698523023457863,6.060816681146829,brushing,1.6865742727643853,6.171736468026756,6.5448326756199435
-1.916115531471316,6.570583045077264,7.008311925602604,0.8004467025170957,0.6102923697815092,2.82047958522359,7.009721322099805,brushing,1.916115531471316,6.570583045077264,7.008311925602604
-2.4115048835617863,7.682396366878876,4.984853700516352,1.5964672452486428,1.1678277198588192,2.599655765920826,9.781755593803787,brushing,2.4115048835617863,7.682396366878876,4.984853700516352
-2.601561979141864,8.054307347968951,3.9955616934139724,1.5324860889285872,0.9330853912268965,3.7438735177865614,8.651383399209486,brushing,2.601561979141864,8.054307347968951,3.9955616934139724
3.9234933043209637,-4.224402627231333,6.1464453130246754,0.6525798869233803,0.6850982843825382,0.2140468227424749,1.5696767001114826,drinking,3.9234933043209637,4.224402627231333,6.1464453130246754
1.4782657601359797,-2.820908113782933,6.754461830725392,0.7746173799834144,0.38165846201298415,0.13278008298755187,1.3278008298755186,drinking,1.4782657601359797,2.820908113782933,6.754461830725392
1.2612572305135665,-3.148005816368924,7.065378223770413,1.0466940930597877,1.2985225595547536,0.5941644562334217,1.442970822281167,drinking,1.2612572305135665,3.148005816368924,7.065378223770413
4.329562066552582,4.701871315047424,6.209225631681412,0.6609410240524816,0.9011830240668038,0.6624496837262794,5.667625071880391,drinking,4.329562066552582,4.701871315047424,6.209225631681412
4.174538152610442,-5.333895582329317,4.767006487488416,0.7626466554074071,1.1324988173738564,0.5251282051282051,5.645128205128205,drinking,4.174538152610442,5.333895582329317,4.767006487488416
-1.3466817662294086,4.071193389746978,6.152222466891063,0.7176719875216041,0.7493356954522095,0.7798085291557877,1.949521322889469,drinking,1.3466817662294086,4.071193389746978,6.152222466891063
-1.8725053386412172,3.3856344414858563,6.078484616804197,1.0288076079980595,0.9983282763566194,0.700218818380744,1.960612691466083,drinking,1.8725053386412172,3.3856344414858563,6.078484616804197
2.2357306734859184,-4.485227075143234,6.726080669033049,0.4738990872432007,0.7241855908485191,0.3153819077789511,1.667018655403027,drinking,2.2357306734859184,4.485227075143234,6.726080669033049
4.295810835768684,3.2382641476636937,5.48953252142927,0.831563249921,1.1744773270194038,0.5770964833183048,2.0775473399458972,drinking,4.295810835768684,3.2382641476636937,5.48953252142927
-3.7161788515317817,2.4182646817637043,6.859679555920016,0.470102697099917,1.1545015654952067,0.893542757417103,8.656195462478186,drinking,3.7161788515317817,2.4182646817637043,6.859679555920016
5.236447835868691,-5.6137571640492006,3.686960472512495,0.5330968479848847,0.7106727110104434,0.46524307133121307,7.734666060881418,drinking,5.236447835868691,5.6137571640492006,3.686960472512495
4.989122232432073,-5.591100661700915,3.5570864625951613,0.6220817847039316,1.0870131379101067,0.6544524925436728,1.8542820622070728,drinking,4.989122232432073,5.591100661700915,3.5570864625951613
5.87782423263931,-3.203461405653598,5.259829402816534,0.4562463177898726,0.7869080039392493,0.3470178156467854,3.5693261037955075,drinking,5.87782423263931,3.203461405653598,5.259829402816534
4.123045488295964,-3.140144925179802,6.487558872466926,0.6346883934806705,0.867364534617765,0.17273954116059378,1.0364372469635628,drinking,4.123045488295964,3.140144925179802,6.487558872466926
4.597531324524403,-5.420560384672151,4.987710998733813,0.7793875376708023,0.677384171285539,0.4951644100580271,1.4854932301740813,drinking,4.597531324524403,5.420560384672151,4.987710998733813
2.722579121038233,4.118965425268436,4.22021291999116,1.5384728674287573,1.221105495707975,0.8905755850727388,6.314990512333966,shoe,2.722579121038233,4.118965425268436,4.22021291999116
1.9758974231974147,3.619627533773326,7.360467563986676,0.7576701312246547,-0.05902062640464919,0.723535457348407,5.459403905447071,shoe,1.9758974231974147,3.619627533773326,7.360467563986676
3.240804141105551,6.145401456266944,3.3090431064844013,1.1969968882164508,4.424388713699825,1.7403127124405167,7.4398368456832085,shoe,3.240804141105551,6.145401456266944,3.3090431064844013
3.844457096679401,5.241294446076991,4.339461504554804,2.7545224422179215,3.5332639468945493,1.0731707317073171,5.853658536585366,shoe,3.844457096679401,5.241294446076991,4.339461504554804
4.137351227232393,-5.044295633559294,3.932037946775714,1.7852274310651952,1.1292178304226883,1.0690964312832194,5.63705391040243,shoe,4.137351227232393,5.044295633559294,3.932037946775714
-4.683667657643562,-4.865830073540918,3.652818025348146,1.615893738925719,3.239752067735565,1.1968831168831169,10.04051948051948,shoe,4.683667657643562,4.865830073540918,3.652818025348146
-3.500548430280261,-3.72467072591441,5.717493630435722,1.7282394946242488,0.8377797324120727,0.9175627240143369,10.460215053763442,shoe,3.500548430280261,3.72467072591441,5.717493630435722
2.371157266496499,6.079567187837204,4.4732357471888795,1.2931153984962123,0.8351078407573175,1.2649783817171094,10.119827053736875,shoe,2.371157266496499,6.079567187837204,4.4732357471888795
3.6853694461222197,7.07604030899323,4.739941295525108,1.339466560952051,0.7340997109952314,1.125769569041337,4.728232189973615,shoe,3.6853694461222197,7.07604030899323,4.739941295525108
3.3025507771972293,-7.1962387953676625,3.3991980334059284,1.4383960653006629,0.9486900134296713,1.787432117920869,13.107835531419704,shoe,3.3025507771972293,7.1962387953676625,3.3991980334059284
3.4184393540242133,3.4388286033291253,6.1565681259258715,0.8086554176002821,0.365455848617727,1.0854027861901878,10.621441550575408,shoe,3.4184393540242133,3.4388286033291253,6.1565681259258715
4.09692943201377,5.742698795180723,2.5058932874354567,1.96453455141374,2.6357623064115256,1.3165714285714285,10.459428571428571,shoe,4.09692943201377,5.742698795180723,2.5058932874354567
8.20524281761241,-0.15252123226961242,4.957276425858314,0.3997186243248876,-0.16606214308920617,4.982270226207459,18.91175871204402,writing,8.20524281761241,0.15252123226961242,4.957276425858314
7.706698017139784,-0.32126797789448397,5.676859002963421,0.81522124814046,1.5156494267622764,7.901234567901234,19.254700854700854,writing,7.706698017139784,0.32126797789448397,5.676859002963421
6.714371942135122,0.7386670945929927,6.847097182433381,0.506811849987199,2.2245315380492205,6.2963523535644015,22.143786892689572,writing,6.714371942135122,0.7386670945929927,6.847097182433381
6.588014689913812,0.43358583648557103,6.908611038180162,0.5221103789714429,4.885511826749404,7.74818401937046,30.786117836965296,writing,6.588014689913812,0.43358583648557103,6.908611038180162
7.227945025484525,0.7004461116232742,5.799099299572962,0.6626027449741666,-0.39101721365121456,5.876517150395778,15.985927880386983,writing,7.227945025484525,0.7004461116232742,5.799099299572962
8.964943775848411,-0.042425616042115935,1.9151936484997543,0.6319139368713103,0.8443573102176928,4.195939653566772,10.799776494691748,writing,8.964943775848411,0.042425616042115935,1.9151936484997543
5.160765887534665,0.6128673300552306,8.142917899839203,0.7747726093514745,2.08088178538917,3.6518375241779495,15.44294003868472,writing,5.160765887534665,0.6128673300552306,8.142917899839203
8.41492388256533,-0.16133055068307237,4.500756693084773,0.6204387156368859,0.35945731009992055,4.325611052072263,16.023804463336877,writing,8.41492388256533,0.16133055068307237,4.500756693084773
7.706698017139784,-0.32126797789448397,5.676859002963421,0.81522124814046,1.5156494267622764,7.901234567901234,19.254700854700854,writing,7.706698017139784,0.32126797789448397,5.676859002963421
6.747950332316258,0.727661065071303,6.825221006443524,0.5094996193541546,2.2131542915369513,6.306962509563887,22.133129303749044,writing,6.747950332316258,0.727661065071303,6.825221006443524
